,Company,Product,Total State Complaints
13085,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13086,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13087,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13088,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13089,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13090,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13091,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13092,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13093,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13094,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13095,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13096,ENCORE CAPITAL GROUP INC.,Checking or savings account,1
13097,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13098,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13099,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13100,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13101,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13102,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13103,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13104,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13105,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13106,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13107,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13108,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13109,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13110,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13111,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13112,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13113,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13114,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13115,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13116,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13117,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13118,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13119,ENCORE CAPITAL GROUP INC.,Checking or savings account,0
13120,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,5
13121,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13122,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,27
13123,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,11
13124,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,6
13125,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,8
13126,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,3
13127,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13128,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,6
13129,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,5
13130,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13131,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,20
13132,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,8
13133,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,6
13134,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,4
13135,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13136,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,2
13137,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,2
13138,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13139,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,2
13140,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,8
13141,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,2
13142,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,2
13143,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,7
13144,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13145,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,3
13146,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13147,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13148,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13149,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13150,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13151,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13152,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13153,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13154,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13155,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,4
13156,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,4
13157,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,3
13158,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13159,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13160,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13161,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13162,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,4
13163,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13164,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13165,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13166,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13167,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,2
13168,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13169,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13170,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13171,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,1
13172,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13173,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13174,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13175,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13176,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13177,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13178,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13179,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13180,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13181,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13182,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13183,ENCORE CAPITAL GROUP INC.,Credit card or prepaid card,0
13184,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",116
13185,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",2
13186,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",229
13187,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",234
13188,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",150
13189,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",49
13190,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",11
13191,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",17
13192,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",41
13193,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",109
13194,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",31
13195,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",219
13196,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",39
13197,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",33
13198,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",24
13199,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",1
13200,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",37
13201,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",42
13202,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",4
13203,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",13
13204,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",42
13205,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",6
13206,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",9
13207,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",71
13208,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",41
13209,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",37
13210,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",8
13211,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",7
13212,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13213,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",20
13214,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",21
13215,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",17
13216,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",3
13217,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",1
13218,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",17
13219,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",8
13220,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",14
13221,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",4
13222,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",5
13223,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",1
13224,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",6
13225,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",13
13226,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",15
13227,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",10
13228,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",2
13229,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",3
13230,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",1
13231,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",11
13232,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13233,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",4
13234,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",2
13235,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",4
13236,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13237,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13238,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",2
13239,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",1
13240,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13241,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",1
13242,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13243,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13244,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13245,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13246,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13247,ENCORE CAPITAL GROUP INC.,"Credit reporting, credit repair services, or other personal consumer reports",0
13248,ENCORE CAPITAL GROUP INC.,Debt collection,912
13249,ENCORE CAPITAL GROUP INC.,Debt collection,46
13250,ENCORE CAPITAL GROUP INC.,Debt collection,1905
13251,ENCORE CAPITAL GROUP INC.,Debt collection,1639
13252,ENCORE CAPITAL GROUP INC.,Debt collection,900
13253,ENCORE CAPITAL GROUP INC.,Debt collection,535
13254,ENCORE CAPITAL GROUP INC.,Debt collection,254
13255,ENCORE CAPITAL GROUP INC.,Debt collection,197
13256,ENCORE CAPITAL GROUP INC.,Debt collection,497
13257,ENCORE CAPITAL GROUP INC.,Debt collection,692
13258,ENCORE CAPITAL GROUP INC.,Debt collection,265
13259,ENCORE CAPITAL GROUP INC.,Debt collection,2020
13260,ENCORE CAPITAL GROUP INC.,Debt collection,525
13261,ENCORE CAPITAL GROUP INC.,Debt collection,393
13262,ENCORE CAPITAL GROUP INC.,Debt collection,383
13263,ENCORE CAPITAL GROUP INC.,Debt collection,42
13264,ENCORE CAPITAL GROUP INC.,Debt collection,260
13265,ENCORE CAPITAL GROUP INC.,Debt collection,288
13266,ENCORE CAPITAL GROUP INC.,Debt collection,78
13267,ENCORE CAPITAL GROUP INC.,Debt collection,97
13268,ENCORE CAPITAL GROUP INC.,Debt collection,458
13269,ENCORE CAPITAL GROUP INC.,Debt collection,69
13270,ENCORE CAPITAL GROUP INC.,Debt collection,134
13271,ENCORE CAPITAL GROUP INC.,Debt collection,585
13272,ENCORE CAPITAL GROUP INC.,Debt collection,204
13273,ENCORE CAPITAL GROUP INC.,Debt collection,400
13274,ENCORE CAPITAL GROUP INC.,Debt collection,52
13275,ENCORE CAPITAL GROUP INC.,Debt collection,123
13276,ENCORE CAPITAL GROUP INC.,Debt collection,0
13277,ENCORE CAPITAL GROUP INC.,Debt collection,148
13278,ENCORE CAPITAL GROUP INC.,Debt collection,230
13279,ENCORE CAPITAL GROUP INC.,Debt collection,106
13280,ENCORE CAPITAL GROUP INC.,Debt collection,42
13281,ENCORE CAPITAL GROUP INC.,Debt collection,23
13282,ENCORE CAPITAL GROUP INC.,Debt collection,76
13283,ENCORE CAPITAL GROUP INC.,Debt collection,142
13284,ENCORE CAPITAL GROUP INC.,Debt collection,170
13285,ENCORE CAPITAL GROUP INC.,Debt collection,48
13286,ENCORE CAPITAL GROUP INC.,Debt collection,127
13287,ENCORE CAPITAL GROUP INC.,Debt collection,48
13288,ENCORE CAPITAL GROUP INC.,Debt collection,57
13289,ENCORE CAPITAL GROUP INC.,Debt collection,196
13290,ENCORE CAPITAL GROUP INC.,Debt collection,117
13291,ENCORE CAPITAL GROUP INC.,Debt collection,146
13292,ENCORE CAPITAL GROUP INC.,Debt collection,17
13293,ENCORE CAPITAL GROUP INC.,Debt collection,71
13294,ENCORE CAPITAL GROUP INC.,Debt collection,7
13295,ENCORE CAPITAL GROUP INC.,Debt collection,88
13296,ENCORE CAPITAL GROUP INC.,Debt collection,23
13297,ENCORE CAPITAL GROUP INC.,Debt collection,35
13298,ENCORE CAPITAL GROUP INC.,Debt collection,19
13299,ENCORE CAPITAL GROUP INC.,Debt collection,65
13300,ENCORE CAPITAL GROUP INC.,Debt collection,2
13301,ENCORE CAPITAL GROUP INC.,Debt collection,4
13302,ENCORE CAPITAL GROUP INC.,Debt collection,20
13303,ENCORE CAPITAL GROUP INC.,Debt collection,7
13304,ENCORE CAPITAL GROUP INC.,Debt collection,0
13305,ENCORE CAPITAL GROUP INC.,Debt collection,1
13306,ENCORE CAPITAL GROUP INC.,Debt collection,1
13307,ENCORE CAPITAL GROUP INC.,Debt collection,0
13308,ENCORE CAPITAL GROUP INC.,Debt collection,0
13309,ENCORE CAPITAL GROUP INC.,Debt collection,0
13310,ENCORE CAPITAL GROUP INC.,Debt collection,0
13311,ENCORE CAPITAL GROUP INC.,Debt collection,0
13312,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13313,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13314,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13315,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13316,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13317,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13318,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13319,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13320,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13321,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13322,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13323,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",1
13324,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13325,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",1
13326,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13327,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13328,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13329,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13330,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13331,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13332,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13333,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13334,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13335,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13336,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13337,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",1
13338,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13339,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13340,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13341,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13342,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13343,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13344,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13345,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13346,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13347,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13348,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13349,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13350,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13351,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13352,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13353,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13354,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13355,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13356,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13357,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13358,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13359,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13360,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13361,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13362,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13363,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13364,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13365,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13366,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13367,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13368,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13369,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13370,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13371,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13372,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13373,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13374,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13375,ENCORE CAPITAL GROUP INC.,"Money transfer, virtual currency, or money service",0
13376,ENCORE CAPITAL GROUP INC.,Student loan,0
13377,ENCORE CAPITAL GROUP INC.,Student loan,0
13378,ENCORE CAPITAL GROUP INC.,Student loan,0
13379,ENCORE CAPITAL GROUP INC.,Student loan,1
13380,ENCORE CAPITAL GROUP INC.,Student loan,0
13381,ENCORE CAPITAL GROUP INC.,Student loan,0
13382,ENCORE CAPITAL GROUP INC.,Student loan,0
13383,ENCORE CAPITAL GROUP INC.,Student loan,0
13384,ENCORE CAPITAL GROUP INC.,Student loan,0
13385,ENCORE CAPITAL GROUP INC.,Student loan,1
13386,ENCORE CAPITAL GROUP INC.,Student loan,0
13387,ENCORE CAPITAL GROUP INC.,Student loan,0
13388,ENCORE CAPITAL GROUP INC.,Student loan,0
13389,ENCORE CAPITAL GROUP INC.,Student loan,0
13390,ENCORE CAPITAL GROUP INC.,Student loan,0
13391,ENCORE CAPITAL GROUP INC.,Student loan,0
13392,ENCORE CAPITAL GROUP INC.,Student loan,0
13393,ENCORE CAPITAL GROUP INC.,Student loan,0
13394,ENCORE CAPITAL GROUP INC.,Student loan,0
13395,ENCORE CAPITAL GROUP INC.,Student loan,0
13396,ENCORE CAPITAL GROUP INC.,Student loan,0
13397,ENCORE CAPITAL GROUP INC.,Student loan,0
13398,ENCORE CAPITAL GROUP INC.,Student loan,0
13399,ENCORE CAPITAL GROUP INC.,Student loan,0
13400,ENCORE CAPITAL GROUP INC.,Student loan,0
13401,ENCORE CAPITAL GROUP INC.,Student loan,0
13402,ENCORE CAPITAL GROUP INC.,Student loan,0
13403,ENCORE CAPITAL GROUP INC.,Student loan,0
13404,ENCORE CAPITAL GROUP INC.,Student loan,0
13405,ENCORE CAPITAL GROUP INC.,Student loan,0
13406,ENCORE CAPITAL GROUP INC.,Student loan,0
13407,ENCORE CAPITAL GROUP INC.,Student loan,0
13408,ENCORE CAPITAL GROUP INC.,Student loan,0
13409,ENCORE CAPITAL GROUP INC.,Student loan,0
13410,ENCORE CAPITAL GROUP INC.,Student loan,0
13411,ENCORE CAPITAL GROUP INC.,Student loan,0
13412,ENCORE CAPITAL GROUP INC.,Student loan,0
13413,ENCORE CAPITAL GROUP INC.,Student loan,0
13414,ENCORE CAPITAL GROUP INC.,Student loan,0
13415,ENCORE CAPITAL GROUP INC.,Student loan,0
13416,ENCORE CAPITAL GROUP INC.,Student loan,0
13417,ENCORE CAPITAL GROUP INC.,Student loan,0
13418,ENCORE CAPITAL GROUP INC.,Student loan,0
13419,ENCORE CAPITAL GROUP INC.,Student loan,0
13420,ENCORE CAPITAL GROUP INC.,Student loan,0
13421,ENCORE CAPITAL GROUP INC.,Student loan,0
13422,ENCORE CAPITAL GROUP INC.,Student loan,0
13423,ENCORE CAPITAL GROUP INC.,Student loan,0
13424,ENCORE CAPITAL GROUP INC.,Student loan,0
13425,ENCORE CAPITAL GROUP INC.,Student loan,0
13426,ENCORE CAPITAL GROUP INC.,Student loan,0
13427,ENCORE CAPITAL GROUP INC.,Student loan,0
13428,ENCORE CAPITAL GROUP INC.,Student loan,0
13429,ENCORE CAPITAL GROUP INC.,Student loan,0
13430,ENCORE CAPITAL GROUP INC.,Student loan,0
13431,ENCORE CAPITAL GROUP INC.,Student loan,0
13432,ENCORE CAPITAL GROUP INC.,Student loan,0
13433,ENCORE CAPITAL GROUP INC.,Student loan,0
13434,ENCORE CAPITAL GROUP INC.,Student loan,0
13435,ENCORE CAPITAL GROUP INC.,Student loan,0
13436,ENCORE CAPITAL GROUP INC.,Student loan,0
13437,ENCORE CAPITAL GROUP INC.,Student loan,0
13438,ENCORE CAPITAL GROUP INC.,Student loan,0
13439,ENCORE CAPITAL GROUP INC.,Student loan,0
13440,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13441,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13442,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,1
13443,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13444,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13445,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13446,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13447,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13448,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13449,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13450,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13451,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,1
13452,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13453,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13454,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13455,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13456,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13457,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13458,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13459,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13460,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13461,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13462,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13463,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13464,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13465,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13466,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13467,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13468,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13469,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13470,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,2
13471,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
