,Company,Product,Total Company response to consumer Complaints
3876,WELLS FARGO & COMPANY,Student loan,60
3877,WELLS FARGO & COMPANY,Student loan,4
3878,WELLS FARGO & COMPANY,Student loan,0
3879,WELLS FARGO & COMPANY,Vehicle loan or lease,1145
3880,WELLS FARGO & COMPANY,Vehicle loan or lease,2
3881,WELLS FARGO & COMPANY,Vehicle loan or lease,121
3882,WELLS FARGO & COMPANY,Vehicle loan or lease,238
3883,WELLS FARGO & COMPANY,Vehicle loan or lease,0
3884,WELLS FARGO & COMPANY,Vehicle loan or lease,0
3885,WELLS FARGO & COMPANY,Vehicle loan or lease,0
3886,WELLS FARGO & COMPANY,Vehicle loan or lease,0
3887,WELLS FARGO & COMPANY,Vehicle loan or lease,0
3888,WELLS FARGO & COMPANY,Mortgage,36248
3889,WELLS FARGO & COMPANY,Mortgage,14
3890,WELLS FARGO & COMPANY,Mortgage,1393
3891,WELLS FARGO & COMPANY,Mortgage,2144
3892,WELLS FARGO & COMPANY,Mortgage,4
3893,WELLS FARGO & COMPANY,Mortgage,70
3894,WELLS FARGO & COMPANY,Mortgage,1965
3895,WELLS FARGO & COMPANY,Mortgage,57
3896,WELLS FARGO & COMPANY,Mortgage,0
3897,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",537
3898,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",2
3899,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",122
3900,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",86
3901,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",0
3902,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",0
3903,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",0
3904,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",0
3905,WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",0
3906,WELLS FARGO & COMPANY,Bank account or service,9610
3907,WELLS FARGO & COMPANY,Bank account or service,0
3908,WELLS FARGO & COMPANY,Bank account or service,2109
3909,WELLS FARGO & COMPANY,Bank account or service,795
3910,WELLS FARGO & COMPANY,Bank account or service,0
3911,WELLS FARGO & COMPANY,Bank account or service,148
3912,WELLS FARGO & COMPANY,Bank account or service,538
3913,WELLS FARGO & COMPANY,Bank account or service,133
3914,WELLS FARGO & COMPANY,Bank account or service,0
3915,WELLS FARGO & COMPANY,Credit card,2705
3916,WELLS FARGO & COMPANY,Credit card,0
3917,WELLS FARGO & COMPANY,Credit card,678
3918,WELLS FARGO & COMPANY,Credit card,311
3919,WELLS FARGO & COMPANY,Credit card,0
3920,WELLS FARGO & COMPANY,Credit card,44
3921,WELLS FARGO & COMPANY,Credit card,191
3922,WELLS FARGO & COMPANY,Credit card,112
3923,WELLS FARGO & COMPANY,Credit card,0
3924,WELLS FARGO & COMPANY,Credit reporting,125
3925,WELLS FARGO & COMPANY,Credit reporting,0
3926,WELLS FARGO & COMPANY,Credit reporting,2
3927,WELLS FARGO & COMPANY,Credit reporting,29
3928,WELLS FARGO & COMPANY,Credit reporting,0
3929,WELLS FARGO & COMPANY,Credit reporting,1
3930,WELLS FARGO & COMPANY,Credit reporting,0
3931,WELLS FARGO & COMPANY,Credit reporting,0
3932,WELLS FARGO & COMPANY,Credit reporting,0
3933,WELLS FARGO & COMPANY,Consumer Loan,1801
3934,WELLS FARGO & COMPANY,Consumer Loan,0
3935,WELLS FARGO & COMPANY,Consumer Loan,252
3936,WELLS FARGO & COMPANY,Consumer Loan,360
3937,WELLS FARGO & COMPANY,Consumer Loan,0
3938,WELLS FARGO & COMPANY,Consumer Loan,20
3939,WELLS FARGO & COMPANY,Consumer Loan,76
3940,WELLS FARGO & COMPANY,Consumer Loan,19
3941,WELLS FARGO & COMPANY,Consumer Loan,0
3942,WELLS FARGO & COMPANY,Prepaid card,32
3943,WELLS FARGO & COMPANY,Prepaid card,0
3944,WELLS FARGO & COMPANY,Prepaid card,4
3945,WELLS FARGO & COMPANY,Prepaid card,0
3946,WELLS FARGO & COMPANY,Prepaid card,0
3947,WELLS FARGO & COMPANY,Prepaid card,0
3948,WELLS FARGO & COMPANY,Prepaid card,0
3949,WELLS FARGO & COMPANY,Prepaid card,0
3950,WELLS FARGO & COMPANY,Prepaid card,0
3951,WELLS FARGO & COMPANY,Money transfers,206
3952,WELLS FARGO & COMPANY,Money transfers,0
3953,WELLS FARGO & COMPANY,Money transfers,39
3954,WELLS FARGO & COMPANY,Money transfers,7
3955,WELLS FARGO & COMPANY,Money transfers,0
3956,WELLS FARGO & COMPANY,Money transfers,2
3957,WELLS FARGO & COMPANY,Money transfers,0
3958,WELLS FARGO & COMPANY,Money transfers,0
3959,WELLS FARGO & COMPANY,Money transfers,0
3960,WELLS FARGO & COMPANY,Other financial service,54
3961,WELLS FARGO & COMPANY,Other financial service,0
3962,WELLS FARGO & COMPANY,Other financial service,3
3963,WELLS FARGO & COMPANY,Other financial service,0
3964,WELLS FARGO & COMPANY,Other financial service,0
3965,WELLS FARGO & COMPANY,Other financial service,0
3966,WELLS FARGO & COMPANY,Other financial service,0
3967,WELLS FARGO & COMPANY,Other financial service,0
3968,WELLS FARGO & COMPANY,Other financial service,0
3969,WELLS FARGO & COMPANY,Payday loan,17
3970,WELLS FARGO & COMPANY,Payday loan,0
3971,WELLS FARGO & COMPANY,Payday loan,4
3972,WELLS FARGO & COMPANY,Payday loan,1
3973,WELLS FARGO & COMPANY,Payday loan,0
3974,WELLS FARGO & COMPANY,Payday loan,1
3975,WELLS FARGO & COMPANY,Payday loan,0
3976,WELLS FARGO & COMPANY,Payday loan,0
3977,WELLS FARGO & COMPANY,Payday loan,0
3978,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11080
3979,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,287
3980,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6231
3981,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,745
3982,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
3983,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,0
3984,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,0
3985,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,0
3986,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,0
3987,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,7315
3988,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,185
3989,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,3654
3990,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,801
3991,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,12
3992,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,0
3993,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,0
3994,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,0
3995,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,0
3996,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",4233
3997,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",98
3998,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",211
3999,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",761
4000,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",1
4001,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",0
4002,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",0
4003,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",0
4004,"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",0
4005,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,3405
4006,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,26
4007,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,125
4008,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,330
4009,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,2
4010,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,35
4011,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,0
4012,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,0
4013,"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,0
4014,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1705
4015,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",37
4016,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",420
4017,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",33
4018,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
4019,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
4020,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
4021,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
4022,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
4023,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,119
4024,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,1
4025,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,1
4026,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,9
4027,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,0
4028,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,0
4029,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,3
4030,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,7
4031,"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,0
4032,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,347
4033,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,6
4034,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,52
4035,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,65
4036,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,0
4037,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,0
4038,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,0
4039,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,0
4040,"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,0
4041,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,32456
4042,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,56
4043,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,1606
4044,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,7198
4045,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,85
4046,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,741
4047,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,3837
4048,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,90
4049,"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,0
4050,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",215
4051,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",10
4052,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",35
4053,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",22
4054,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",1
4055,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",0
4056,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",0
4057,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",0
4058,"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",0
4059,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,8429
4060,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,0
4061,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,3808
4062,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,966
4063,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,5
4064,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,201
4065,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,202
4066,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,306
4067,"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,0
4068,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,5866
4069,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,0
4070,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,1334
4071,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,897
4072,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,10
4073,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,72
4074,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,473
4075,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,459
4076,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,0
4077,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,109
4078,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
4079,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,2
4080,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,15
4081,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
4082,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
4083,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
4084,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
4085,"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
4086,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,544
4087,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,0
4088,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,35
4089,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,63
4090,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,0
4091,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,16
4092,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,12
4093,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,11
4094,"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,0
4095,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,46
4096,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
4097,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,7
4098,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,2
4099,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
4100,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
4101,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
4102,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
4103,"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
4104,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,179
4105,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
4106,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,75
4107,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,14
4108,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
4109,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,3
4110,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
4111,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
4112,"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
4113,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,56
4114,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,0
4115,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,12
4116,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,3
4117,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,0
4118,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,2
4119,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,0
4120,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,0
4121,"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,0
4122,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,13
4123,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4124,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,1
4125,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4126,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4127,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4128,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4129,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4130,"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
4131,Experian Information Solutions Inc.,Checking or savings account,23
4132,Experian Information Solutions Inc.,Checking or savings account,2
4133,Experian Information Solutions Inc.,Checking or savings account,7
4134,Experian Information Solutions Inc.,Checking or savings account,5
4135,Experian Information Solutions Inc.,Checking or savings account,0
4136,Experian Information Solutions Inc.,Checking or savings account,0
4137,Experian Information Solutions Inc.,Checking or savings account,0
4138,Experian Information Solutions Inc.,Checking or savings account,0
4139,Experian Information Solutions Inc.,Checking or savings account,0
4140,Experian Information Solutions Inc.,Credit card or prepaid card,295
4141,Experian Information Solutions Inc.,Credit card or prepaid card,14
4142,Experian Information Solutions Inc.,Credit card or prepaid card,9
4143,Experian Information Solutions Inc.,Credit card or prepaid card,97
4144,Experian Information Solutions Inc.,Credit card or prepaid card,0
4145,Experian Information Solutions Inc.,Credit card or prepaid card,0
4146,Experian Information Solutions Inc.,Credit card or prepaid card,0
4147,Experian Information Solutions Inc.,Credit card or prepaid card,0
4148,Experian Information Solutions Inc.,Credit card or prepaid card,0
4149,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",174752
4150,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",12625
4151,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",255
4152,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",73585
4153,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
4154,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
4155,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
4156,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
4157,Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
4158,Experian Information Solutions Inc.,Debt collection,4746
4159,Experian Information Solutions Inc.,Debt collection,184
4160,Experian Information Solutions Inc.,Debt collection,0
4161,Experian Information Solutions Inc.,Debt collection,1450
4162,Experian Information Solutions Inc.,Debt collection,0
4163,Experian Information Solutions Inc.,Debt collection,0
4164,Experian Information Solutions Inc.,Debt collection,0
4165,Experian Information Solutions Inc.,Debt collection,0
4166,Experian Information Solutions Inc.,Debt collection,0
4167,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",20
4168,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
4169,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",1
4170,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",7
4171,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
4172,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
4173,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
4174,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
4175,Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
4176,Experian Information Solutions Inc.,Student loan,51
4177,Experian Information Solutions Inc.,Student loan,1
4178,Experian Information Solutions Inc.,Student loan,0
4179,Experian Information Solutions Inc.,Student loan,18
4180,Experian Information Solutions Inc.,Student loan,0
4181,Experian Information Solutions Inc.,Student loan,0
4182,Experian Information Solutions Inc.,Student loan,0
4183,Experian Information Solutions Inc.,Student loan,0
4184,Experian Information Solutions Inc.,Student loan,0
4185,Experian Information Solutions Inc.,Vehicle loan or lease,103
4186,Experian Information Solutions Inc.,Vehicle loan or lease,14
4187,Experian Information Solutions Inc.,Vehicle loan or lease,0
4188,Experian Information Solutions Inc.,Vehicle loan or lease,26
4189,Experian Information Solutions Inc.,Vehicle loan or lease,0
4190,Experian Information Solutions Inc.,Vehicle loan or lease,0
4191,Experian Information Solutions Inc.,Vehicle loan or lease,0
4192,Experian Information Solutions Inc.,Vehicle loan or lease,0
4193,Experian Information Solutions Inc.,Vehicle loan or lease,0
4194,Experian Information Solutions Inc.,Mortgage,87
4195,Experian Information Solutions Inc.,Mortgage,2
4196,Experian Information Solutions Inc.,Mortgage,1
4197,Experian Information Solutions Inc.,Mortgage,19
4198,Experian Information Solutions Inc.,Mortgage,0
4199,Experian Information Solutions Inc.,Mortgage,0
4200,Experian Information Solutions Inc.,Mortgage,0
4201,Experian Information Solutions Inc.,Mortgage,0
4202,Experian Information Solutions Inc.,Mortgage,0
4203,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",50
4204,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",2
4205,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
4206,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",10
4207,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
4208,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
4209,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
4210,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
4211,Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
4212,Experian Information Solutions Inc.,Bank account or service,15
4213,Experian Information Solutions Inc.,Bank account or service,0
4214,Experian Information Solutions Inc.,Bank account or service,5
4215,Experian Information Solutions Inc.,Bank account or service,2
4216,Experian Information Solutions Inc.,Bank account or service,0
4217,Experian Information Solutions Inc.,Bank account or service,0
4218,Experian Information Solutions Inc.,Bank account or service,0
4219,Experian Information Solutions Inc.,Bank account or service,0
4220,Experian Information Solutions Inc.,Bank account or service,0
4221,Experian Information Solutions Inc.,Credit card,36
4222,Experian Information Solutions Inc.,Credit card,0
4223,Experian Information Solutions Inc.,Credit card,2
4224,Experian Information Solutions Inc.,Credit card,12
4225,Experian Information Solutions Inc.,Credit card,0
4226,Experian Information Solutions Inc.,Credit card,0
4227,Experian Information Solutions Inc.,Credit card,0
4228,Experian Information Solutions Inc.,Credit card,0
4229,Experian Information Solutions Inc.,Credit card,0
4230,Experian Information Solutions Inc.,Credit reporting,25738
4231,Experian Information Solutions Inc.,Credit reporting,0
4232,Experian Information Solutions Inc.,Credit reporting,509
4233,Experian Information Solutions Inc.,Credit reporting,18977
4234,Experian Information Solutions Inc.,Credit reporting,0
4235,Experian Information Solutions Inc.,Credit reporting,154
4236,Experian Information Solutions Inc.,Credit reporting,0
4237,Experian Information Solutions Inc.,Credit reporting,0
4238,Experian Information Solutions Inc.,Credit reporting,0
4239,Experian Information Solutions Inc.,Consumer Loan,26
4240,Experian Information Solutions Inc.,Consumer Loan,0
4241,Experian Information Solutions Inc.,Consumer Loan,0
4242,Experian Information Solutions Inc.,Consumer Loan,14
4243,Experian Information Solutions Inc.,Consumer Loan,0
4244,Experian Information Solutions Inc.,Consumer Loan,0
4245,Experian Information Solutions Inc.,Consumer Loan,0
4246,Experian Information Solutions Inc.,Consumer Loan,0
4247,Experian Information Solutions Inc.,Consumer Loan,0
4248,Experian Information Solutions Inc.,Prepaid card,0
4249,Experian Information Solutions Inc.,Prepaid card,0
4250,Experian Information Solutions Inc.,Prepaid card,0
4251,Experian Information Solutions Inc.,Prepaid card,0
4252,Experian Information Solutions Inc.,Prepaid card,0
4253,Experian Information Solutions Inc.,Prepaid card,0
4254,Experian Information Solutions Inc.,Prepaid card,0
4255,Experian Information Solutions Inc.,Prepaid card,0
4256,Experian Information Solutions Inc.,Prepaid card,0
4257,Experian Information Solutions Inc.,Money transfers,0
4258,Experian Information Solutions Inc.,Money transfers,0
4259,Experian Information Solutions Inc.,Money transfers,0
4260,Experian Information Solutions Inc.,Money transfers,0
4261,Experian Information Solutions Inc.,Money transfers,0
4262,Experian Information Solutions Inc.,Money transfers,0
4263,Experian Information Solutions Inc.,Money transfers,0
4264,Experian Information Solutions Inc.,Money transfers,0
4265,Experian Information Solutions Inc.,Money transfers,0
4266,Experian Information Solutions Inc.,Other financial service,4
4267,Experian Information Solutions Inc.,Other financial service,0
4268,Experian Information Solutions Inc.,Other financial service,3
4269,Experian Information Solutions Inc.,Other financial service,0
4270,Experian Information Solutions Inc.,Other financial service,0
4271,Experian Information Solutions Inc.,Other financial service,0
4272,Experian Information Solutions Inc.,Other financial service,0
4273,Experian Information Solutions Inc.,Other financial service,0
4274,Experian Information Solutions Inc.,Other financial service,0
4275,Experian Information Solutions Inc.,Payday loan,1
4276,Experian Information Solutions Inc.,Payday loan,0
4277,Experian Information Solutions Inc.,Payday loan,0
4278,Experian Information Solutions Inc.,Payday loan,1
4279,Experian Information Solutions Inc.,Payday loan,0
4280,Experian Information Solutions Inc.,Payday loan,0
4281,Experian Information Solutions Inc.,Payday loan,0
4282,Experian Information Solutions Inc.,Payday loan,0
4283,Experian Information Solutions Inc.,Payday loan,0
4284,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,16
4285,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,1
4286,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,5
4287,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,2
4288,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,0
4289,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,0
4290,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,0
4291,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,0
4292,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,0
4293,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,222
4294,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,19
4295,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,16
