,Company,Product,Total Company response to consumer Complaints
1473,"Paypal Holdings, Inc",Credit card,0
1474,"Paypal Holdings, Inc",Credit card,0
1475,"Paypal Holdings, Inc",Credit card,0
1476,"Paypal Holdings, Inc",Credit reporting,2
1477,"Paypal Holdings, Inc",Credit reporting,0
1478,"Paypal Holdings, Inc",Credit reporting,0
1479,"Paypal Holdings, Inc",Credit reporting,1
1480,"Paypal Holdings, Inc",Credit reporting,0
1481,"Paypal Holdings, Inc",Credit reporting,0
1482,"Paypal Holdings, Inc",Credit reporting,0
1483,"Paypal Holdings, Inc",Credit reporting,0
1484,"Paypal Holdings, Inc",Credit reporting,0
1485,"Paypal Holdings, Inc",Consumer Loan,111
1486,"Paypal Holdings, Inc",Consumer Loan,0
1487,"Paypal Holdings, Inc",Consumer Loan,40
1488,"Paypal Holdings, Inc",Consumer Loan,16
1489,"Paypal Holdings, Inc",Consumer Loan,0
1490,"Paypal Holdings, Inc",Consumer Loan,0
1491,"Paypal Holdings, Inc",Consumer Loan,0
1492,"Paypal Holdings, Inc",Consumer Loan,0
1493,"Paypal Holdings, Inc",Consumer Loan,0
1494,"Paypal Holdings, Inc",Prepaid card,186
1495,"Paypal Holdings, Inc",Prepaid card,0
1496,"Paypal Holdings, Inc",Prepaid card,56
1497,"Paypal Holdings, Inc",Prepaid card,109
1498,"Paypal Holdings, Inc",Prepaid card,0
1499,"Paypal Holdings, Inc",Prepaid card,4
1500,"Paypal Holdings, Inc",Prepaid card,0
1501,"Paypal Holdings, Inc",Prepaid card,0
1502,"Paypal Holdings, Inc",Prepaid card,0
1503,"Paypal Holdings, Inc",Money transfers,523
1504,"Paypal Holdings, Inc",Money transfers,0
1505,"Paypal Holdings, Inc",Money transfers,214
1506,"Paypal Holdings, Inc",Money transfers,182
1507,"Paypal Holdings, Inc",Money transfers,0
1508,"Paypal Holdings, Inc",Money transfers,2
1509,"Paypal Holdings, Inc",Money transfers,0
1510,"Paypal Holdings, Inc",Money transfers,0
1511,"Paypal Holdings, Inc",Money transfers,0
1512,"Paypal Holdings, Inc",Other financial service,10
1513,"Paypal Holdings, Inc",Other financial service,0
1514,"Paypal Holdings, Inc",Other financial service,1
1515,"Paypal Holdings, Inc",Other financial service,2
1516,"Paypal Holdings, Inc",Other financial service,0
1517,"Paypal Holdings, Inc",Other financial service,0
1518,"Paypal Holdings, Inc",Other financial service,0
1519,"Paypal Holdings, Inc",Other financial service,0
1520,"Paypal Holdings, Inc",Other financial service,0
1521,"Paypal Holdings, Inc",Payday loan,19
1522,"Paypal Holdings, Inc",Payday loan,0
1523,"Paypal Holdings, Inc",Payday loan,3
1524,"Paypal Holdings, Inc",Payday loan,2
1525,"Paypal Holdings, Inc",Payday loan,0
1526,"Paypal Holdings, Inc",Payday loan,0
1527,"Paypal Holdings, Inc",Payday loan,0
1528,"Paypal Holdings, Inc",Payday loan,0
1529,"Paypal Holdings, Inc",Payday loan,0
1530,"Bread Financial Holdings, Inc.",Checking or savings account,194
1531,"Bread Financial Holdings, Inc.",Checking or savings account,0
1532,"Bread Financial Holdings, Inc.",Checking or savings account,51
1533,"Bread Financial Holdings, Inc.",Checking or savings account,33
1534,"Bread Financial Holdings, Inc.",Checking or savings account,0
1535,"Bread Financial Holdings, Inc.",Checking or savings account,0
1536,"Bread Financial Holdings, Inc.",Checking or savings account,0
1537,"Bread Financial Holdings, Inc.",Checking or savings account,0
1538,"Bread Financial Holdings, Inc.",Checking or savings account,0
1539,"Bread Financial Holdings, Inc.",Credit card or prepaid card,4554
1540,"Bread Financial Holdings, Inc.",Credit card or prepaid card,5
1541,"Bread Financial Holdings, Inc.",Credit card or prepaid card,1435
1542,"Bread Financial Holdings, Inc.",Credit card or prepaid card,1090
1543,"Bread Financial Holdings, Inc.",Credit card or prepaid card,0
1544,"Bread Financial Holdings, Inc.",Credit card or prepaid card,0
1545,"Bread Financial Holdings, Inc.",Credit card or prepaid card,0
1546,"Bread Financial Holdings, Inc.",Credit card or prepaid card,0
1547,"Bread Financial Holdings, Inc.",Credit card or prepaid card,0
1548,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",2955
1549,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",3
1550,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",167
1551,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",1155
1552,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",0
1553,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",0
1554,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",0
1555,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",0
1556,"Bread Financial Holdings, Inc.","Credit reporting, credit repair services, or other personal consumer reports",0
1557,"Bread Financial Holdings, Inc.",Debt collection,1949
1558,"Bread Financial Holdings, Inc.",Debt collection,1
1559,"Bread Financial Holdings, Inc.",Debt collection,181
1560,"Bread Financial Holdings, Inc.",Debt collection,1423
1561,"Bread Financial Holdings, Inc.",Debt collection,0
1562,"Bread Financial Holdings, Inc.",Debt collection,0
1563,"Bread Financial Holdings, Inc.",Debt collection,0
1564,"Bread Financial Holdings, Inc.",Debt collection,0
1565,"Bread Financial Holdings, Inc.",Debt collection,0
1566,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",71
1567,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",0
1568,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",10
1569,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",6
1570,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",0
1571,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",0
1572,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",0
1573,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",0
1574,"Bread Financial Holdings, Inc.","Money transfer, virtual currency, or money service",0
1575,"Bread Financial Holdings, Inc.",Student loan,1
1576,"Bread Financial Holdings, Inc.",Student loan,0
1577,"Bread Financial Holdings, Inc.",Student loan,1
1578,"Bread Financial Holdings, Inc.",Student loan,1
1579,"Bread Financial Holdings, Inc.",Student loan,0
1580,"Bread Financial Holdings, Inc.",Student loan,0
1581,"Bread Financial Holdings, Inc.",Student loan,0
1582,"Bread Financial Holdings, Inc.",Student loan,0
1583,"Bread Financial Holdings, Inc.",Student loan,0
1584,"Bread Financial Holdings, Inc.",Vehicle loan or lease,1
1585,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1586,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1587,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1588,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1589,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1590,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1591,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1592,"Bread Financial Holdings, Inc.",Vehicle loan or lease,0
1593,"Bread Financial Holdings, Inc.",Mortgage,6
1594,"Bread Financial Holdings, Inc.",Mortgage,0
1595,"Bread Financial Holdings, Inc.",Mortgage,1
1596,"Bread Financial Holdings, Inc.",Mortgage,2
1597,"Bread Financial Holdings, Inc.",Mortgage,0
1598,"Bread Financial Holdings, Inc.",Mortgage,0
1599,"Bread Financial Holdings, Inc.",Mortgage,0
1600,"Bread Financial Holdings, Inc.",Mortgage,0
1601,"Bread Financial Holdings, Inc.",Mortgage,0
1602,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",137
1603,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",0
1604,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",42
1605,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",17
1606,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",0
1607,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",0
1608,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",0
1609,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",0
1610,"Bread Financial Holdings, Inc.","Payday loan, title loan, or personal loan",0
1611,"Bread Financial Holdings, Inc.",Bank account or service,18
1612,"Bread Financial Holdings, Inc.",Bank account or service,0
1613,"Bread Financial Holdings, Inc.",Bank account or service,7
1614,"Bread Financial Holdings, Inc.",Bank account or service,7
1615,"Bread Financial Holdings, Inc.",Bank account or service,0
1616,"Bread Financial Holdings, Inc.",Bank account or service,0
1617,"Bread Financial Holdings, Inc.",Bank account or service,0
1618,"Bread Financial Holdings, Inc.",Bank account or service,0
1619,"Bread Financial Holdings, Inc.",Bank account or service,0
1620,"Bread Financial Holdings, Inc.",Credit card,215
1621,"Bread Financial Holdings, Inc.",Credit card,0
1622,"Bread Financial Holdings, Inc.",Credit card,100
1623,"Bread Financial Holdings, Inc.",Credit card,87
1624,"Bread Financial Holdings, Inc.",Credit card,0
1625,"Bread Financial Holdings, Inc.",Credit card,1
1626,"Bread Financial Holdings, Inc.",Credit card,0
1627,"Bread Financial Holdings, Inc.",Credit card,0
1628,"Bread Financial Holdings, Inc.",Credit card,0
1629,"Bread Financial Holdings, Inc.",Credit reporting,24
1630,"Bread Financial Holdings, Inc.",Credit reporting,0
1631,"Bread Financial Holdings, Inc.",Credit reporting,0
1632,"Bread Financial Holdings, Inc.",Credit reporting,13
1633,"Bread Financial Holdings, Inc.",Credit reporting,0
1634,"Bread Financial Holdings, Inc.",Credit reporting,0
1635,"Bread Financial Holdings, Inc.",Credit reporting,0
1636,"Bread Financial Holdings, Inc.",Credit reporting,0
1637,"Bread Financial Holdings, Inc.",Credit reporting,0
1638,"Bread Financial Holdings, Inc.",Consumer Loan,20
1639,"Bread Financial Holdings, Inc.",Consumer Loan,0
1640,"Bread Financial Holdings, Inc.",Consumer Loan,6
1641,"Bread Financial Holdings, Inc.",Consumer Loan,1
1642,"Bread Financial Holdings, Inc.",Consumer Loan,0
1643,"Bread Financial Holdings, Inc.",Consumer Loan,0
1644,"Bread Financial Holdings, Inc.",Consumer Loan,0
1645,"Bread Financial Holdings, Inc.",Consumer Loan,0
1646,"Bread Financial Holdings, Inc.",Consumer Loan,0
1647,"Bread Financial Holdings, Inc.",Prepaid card,6
1648,"Bread Financial Holdings, Inc.",Prepaid card,0
1649,"Bread Financial Holdings, Inc.",Prepaid card,0
1650,"Bread Financial Holdings, Inc.",Prepaid card,0
1651,"Bread Financial Holdings, Inc.",Prepaid card,0
1652,"Bread Financial Holdings, Inc.",Prepaid card,0
1653,"Bread Financial Holdings, Inc.",Prepaid card,0
1654,"Bread Financial Holdings, Inc.",Prepaid card,0
1655,"Bread Financial Holdings, Inc.",Prepaid card,0
1656,"Bread Financial Holdings, Inc.",Money transfers,5
1657,"Bread Financial Holdings, Inc.",Money transfers,0
1658,"Bread Financial Holdings, Inc.",Money transfers,0
1659,"Bread Financial Holdings, Inc.",Money transfers,1
1660,"Bread Financial Holdings, Inc.",Money transfers,0
1661,"Bread Financial Holdings, Inc.",Money transfers,0
1662,"Bread Financial Holdings, Inc.",Money transfers,0
1663,"Bread Financial Holdings, Inc.",Money transfers,0
1664,"Bread Financial Holdings, Inc.",Money transfers,0
1665,"Bread Financial Holdings, Inc.",Other financial service,1
1666,"Bread Financial Holdings, Inc.",Other financial service,0
1667,"Bread Financial Holdings, Inc.",Other financial service,0
1668,"Bread Financial Holdings, Inc.",Other financial service,0
1669,"Bread Financial Holdings, Inc.",Other financial service,0
1670,"Bread Financial Holdings, Inc.",Other financial service,0
1671,"Bread Financial Holdings, Inc.",Other financial service,0
1672,"Bread Financial Holdings, Inc.",Other financial service,0
1673,"Bread Financial Holdings, Inc.",Other financial service,0
1674,"Bread Financial Holdings, Inc.",Payday loan,0
1675,"Bread Financial Holdings, Inc.",Payday loan,0
1676,"Bread Financial Holdings, Inc.",Payday loan,0
1677,"Bread Financial Holdings, Inc.",Payday loan,1
1678,"Bread Financial Holdings, Inc.",Payday loan,0
1679,"Bread Financial Holdings, Inc.",Payday loan,0
1680,"Bread Financial Holdings, Inc.",Payday loan,0
1681,"Bread Financial Holdings, Inc.",Payday loan,0
1682,"Bread Financial Holdings, Inc.",Payday loan,0
1683,TD BANK US HOLDING COMPANY,Checking or savings account,2515
1684,TD BANK US HOLDING COMPANY,Checking or savings account,0
1685,TD BANK US HOLDING COMPANY,Checking or savings account,1103
1686,TD BANK US HOLDING COMPANY,Checking or savings account,698
1687,TD BANK US HOLDING COMPANY,Checking or savings account,0
1688,TD BANK US HOLDING COMPANY,Checking or savings account,0
1689,TD BANK US HOLDING COMPANY,Checking or savings account,0
1690,TD BANK US HOLDING COMPANY,Checking or savings account,0
1691,TD BANK US HOLDING COMPANY,Checking or savings account,0
1692,TD BANK US HOLDING COMPANY,Credit card or prepaid card,1575
1693,TD BANK US HOLDING COMPANY,Credit card or prepaid card,1
1694,TD BANK US HOLDING COMPANY,Credit card or prepaid card,587
1695,TD BANK US HOLDING COMPANY,Credit card or prepaid card,447
1696,TD BANK US HOLDING COMPANY,Credit card or prepaid card,0
1697,TD BANK US HOLDING COMPANY,Credit card or prepaid card,0
1698,TD BANK US HOLDING COMPANY,Credit card or prepaid card,0
1699,TD BANK US HOLDING COMPANY,Credit card or prepaid card,0
1700,TD BANK US HOLDING COMPANY,Credit card or prepaid card,0
1701,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",1836
1702,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",5
1703,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",68
1704,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",561
1705,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",1
1706,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
1707,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
1708,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
1709,TD BANK US HOLDING COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
1710,TD BANK US HOLDING COMPANY,Debt collection,901
1711,TD BANK US HOLDING COMPANY,Debt collection,2
1712,TD BANK US HOLDING COMPANY,Debt collection,81
1713,TD BANK US HOLDING COMPANY,Debt collection,319
1714,TD BANK US HOLDING COMPANY,Debt collection,0
1715,TD BANK US HOLDING COMPANY,Debt collection,2
1716,TD BANK US HOLDING COMPANY,Debt collection,0
1717,TD BANK US HOLDING COMPANY,Debt collection,0
1718,TD BANK US HOLDING COMPANY,Debt collection,0
1719,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",293
1720,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",0
1721,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",65
1722,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",27
1723,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",0
1724,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",0
1725,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",0
1726,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",0
1727,TD BANK US HOLDING COMPANY,"Money transfer, virtual currency, or money service",0
1728,TD BANK US HOLDING COMPANY,Student loan,1
1729,TD BANK US HOLDING COMPANY,Student loan,0
1730,TD BANK US HOLDING COMPANY,Student loan,0
1731,TD BANK US HOLDING COMPANY,Student loan,0
1732,TD BANK US HOLDING COMPANY,Student loan,0
1733,TD BANK US HOLDING COMPANY,Student loan,0
1734,TD BANK US HOLDING COMPANY,Student loan,0
1735,TD BANK US HOLDING COMPANY,Student loan,0
1736,TD BANK US HOLDING COMPANY,Student loan,0
1737,TD BANK US HOLDING COMPANY,Vehicle loan or lease,289
1738,TD BANK US HOLDING COMPANY,Vehicle loan or lease,0
1739,TD BANK US HOLDING COMPANY,Vehicle loan or lease,35
1740,TD BANK US HOLDING COMPANY,Vehicle loan or lease,97
1741,TD BANK US HOLDING COMPANY,Vehicle loan or lease,0
1742,TD BANK US HOLDING COMPANY,Vehicle loan or lease,0
1743,TD BANK US HOLDING COMPANY,Vehicle loan or lease,0
1744,TD BANK US HOLDING COMPANY,Vehicle loan or lease,0
1745,TD BANK US HOLDING COMPANY,Vehicle loan or lease,0
1746,TD BANK US HOLDING COMPANY,Mortgage,912
1747,TD BANK US HOLDING COMPANY,Mortgage,2
1748,TD BANK US HOLDING COMPANY,Mortgage,192
1749,TD BANK US HOLDING COMPANY,Mortgage,239
1750,TD BANK US HOLDING COMPANY,Mortgage,0
1751,TD BANK US HOLDING COMPANY,Mortgage,2
1752,TD BANK US HOLDING COMPANY,Mortgage,49
1753,TD BANK US HOLDING COMPANY,Mortgage,10
1754,TD BANK US HOLDING COMPANY,Mortgage,0
1755,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",110
1756,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",0
1757,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",54
1758,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",25
1759,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",0
1760,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",0
1761,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",0
1762,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",0
1763,TD BANK US HOLDING COMPANY,"Payday loan, title loan, or personal loan",0
1764,TD BANK US HOLDING COMPANY,Bank account or service,1540
1765,TD BANK US HOLDING COMPANY,Bank account or service,0
1766,TD BANK US HOLDING COMPANY,Bank account or service,1205
1767,TD BANK US HOLDING COMPANY,Bank account or service,191
1768,TD BANK US HOLDING COMPANY,Bank account or service,0
